antecedent,consequent,support,confidence
"Venue_Rating_3([0, 1]) AND Allowance_Rating_3(1) AND Schedule_Rating_3([0, 1]) AND Venue_Rating_1([0, 1]) AND Objectives_Met_1([0, 1]) AND Schedule_Rating_2([0, 1]) AND Participant_Rating_1([0, 1]) AND Objectives_Met_2([0, 1])","Participant_Rating_2([0, 1]) AND Overall_Rating_2([0, 1])",0.9043478260869565,1.0
"Speaker_Rating_3(1) AND Speaker_Rating_2([0, 1]) AND Objectives_Met_3([0, 1]) AND Overall_Rating_3([0, 1]) AND Overall_Rating_1([0, 1]) AND Objectives_Met_2([0, 1]) AND Participant_Rating_1([0, 1])","Participant_Rating_2([0, 1])",0.9043478260869565,1.0
"Speaker_Rating_3(1) AND Participant_Rating_2([0, 1]) AND Allowance_Rating_2([0, 1]) AND Overall_Rating_2([0, 1])","Venue_Rating_3([0, 1]) AND Participant_Rating_1([0, 1]) AND Objectives_Met_1([0, 1])",0.9043478260869565,1.0
"Venue_Rating_3([0, 1]) AND Objectives_Met_1([0, 1]) AND Schedule_Rating_2([0, 1]) AND Venue_Rating_1([0, 1]) AND Speaker_Rating_3([0, 1]) AND Participant_Rating_1([0, 1]) AND Overall_Rating_2(0)","Participant_Rating_2([0, 1])",0.8956521739130435,1.0
"Schedule_Rating_2([0, 1]) AND Venue_Rating_3([0, 1]) AND Overall_Rating_2(0) AND Speaker_Rating_3([0, 1]) AND Participant_Rating_2([0, 1])","Facilitator_Rating_2([0, 1]) AND Participant_Rating_1([0, 1])",0.8956521739130435,1.0
"Objectives_Met_1([0, 1]) AND Participant_Rating_2([0, 1]) AND Venue_Rating_3([0, 1]) AND Schedule_Rating_3([0, 1]) AND Overall_Rating_2(0) AND Venue_Rating_2([0, 1]) AND Allowance_Rating_2([0, 1])","Objectives_Met_3([0, 1]) AND Allowance_Rating_3([0, 1]) AND Objectives_Met_2([0, 1])",0.8956521739130435,1.0
"Venue_Rating_3([0, 1]) AND Overall_Rating_3([0, 1]) AND Schedule_Rating_3([0, 1]) AND Objectives_Met_1([0, 1]) AND Overall_Rating_1([0, 1]) AND Venue_Rating_1(0) AND Overall_Rating_2(0)","Facilitator_Rating_2([0, 1])",0.8869565217391304,1.0
"Overall_Rating_1([0, 1]) AND Allowance_Rating_3([0, 1]) AND Objectives_Met_1([0, 1])","Speaker_Rating_3([0, 1]) AND Overall_Rating_3([0, 1]) AND Facilitator_Rating_2([0, 1]) AND Speaker_Rating_2([0, 1]) AND Schedule_Rating_3([0, 1]) AND Objectives_Met_3([0, 1]) AND Participant_Rating_2(0) AND Venue_Rating_1([0, 1])",0.9391304347826087,0.9391304347826087
"Schedule_Rating_3([0, 1]) AND Objectives_Met_2([0, 1]) AND Objectives_Met_3([0, 1]) AND Overall_Rating_3(1)","Allowance_Rating_2([0, 1])",0.8782608695652174,1.0
"Speaker_Rating_2([0, 1]) AND Overall_Rating_2([0, 1]) AND Venue_Rating_2(0) AND Overall_Rating_3([0, 1]) AND Participant_Rating_2([0, 1]) AND Participant_Rating_3([0, 1]) AND Objectives_Met_1([0, 1])","Schedule_Rating_2([0, 1])",0.8782608695652174,1.0
"Overall_Rating_3([0, 1]) AND Allowance_Rating_3([0, 1]) AND Overall_Rating_2([0, 1]) AND Facilitator_Rating_2([0, 1]) AND Objectives_Met_1([0, 1]) AND Overall_Rating_1([0, 1]) AND Schedule_Rating_2([0, 1]) AND Schedule_Rating_3([0, 1])",Participant_Rating_2(0),0.9391304347826087,0.9391304347826087
"Venue_Rating_3([0, 1]) AND Allowance_Rating_3(1) AND Venue_Rating_2([0, 1]) AND Participant_Rating_1(0)","Overall_Rating_2([0, 1]) AND Objectives_Met_1([0, 1])",0.8782608695652174,1.0
"Overall_Rating_3(1) AND Schedule_Rating_3([0, 1]) AND Objectives_Met_1([0, 1]) AND Schedule_Rating_2([0, 1])","Objectives_Met_2([0, 1])",0.8782608695652174,1.0
"Speaker_Rating_3(1) AND Venue_Rating_3([0, 1]) AND Venue_Rating_2([0, 1])","Participant_Rating_2([0, 1]) AND Allowance_Rating_2([0, 1]) AND Overall_Rating_1(0) AND Overall_Rating_2([0, 1]) AND Participant_Rating_1([0, 1])",0.8869565217391304,0.9807692307692307
"Venue_Rating_3(1) AND Allowance_Rating_3([0, 1]) AND Objectives_Met_1([0, 1]) AND Venue_Rating_1([0, 1])","Overall_Rating_2([0, 1]) AND Speaker_Rating_3([0, 1]) AND Participant_Rating_2([0, 1])",0.8608695652173913,1.0
"Objectives_Met_1([0, 1]) AND Venue_Rating_3(1) AND Facilitator_Rating_3([0, 1])","Participant_Rating_1([0, 1]) AND Schedule_Rating_3([0, 1]) AND Venue_Rating_1([0, 1]) AND Speaker_Rating_3([0, 1])",0.8608695652173913,1.0
"Objectives_Met_3([0, 1]) AND Participant_Rating_2([0, 1]) AND Participant_Rating_3([0, 1]) AND Objectives_Met_2([0, 1]) AND Venue_Rating_3(1)","Schedule_Rating_2([0, 1]) AND Participant_Rating_1([0, 1])",0.8608695652173913,1.0
"Objectives_Met_1([0, 1]) AND Speaker_Rating_3([0, 1]) AND Participant_Rating_1([0, 1]) AND Venue_Rating_3(1)","Objectives_Met_2([0, 1]) AND Participant_Rating_2([0, 1])",0.8608695652173913,1.0
"Venue_Rating_3(1) AND Objectives_Met_1([0, 1]) AND Schedule_Rating_2([0, 1]) AND Venue_Rating_1(0)","Overall_Rating_2([0, 1])",0.8608695652173913,1.0
"Schedule_Rating_3([0, 1]) AND Objectives_Met_1([0, 1]) AND Venue_Rating_3(1) AND Allowance_Rating_3([0, 1])","Venue_Rating_1([0, 1]) AND Overall_Rating_3([0, 1]) AND Speaker_Rating_3([0, 1])",0.8608695652173913,1.0
"Venue_Rating_3(1) AND Venue_Rating_2([0, 1]) AND Speaker_Rating_3([0, 1]) AND Participant_Rating_1([0, 1])","Overall_Rating_2([0, 1]) AND Objectives_Met_1([0, 1])",0.8608695652173913,1.0
"Objectives_Met_1([0, 1]) AND Allowance_Rating_3([0, 1]) AND Venue_Rating_3(1)","Venue_Rating_1([0, 1]) AND Participant_Rating_1([0, 1]) AND Speaker_Rating_3([0, 1])",0.8608695652173913,1.0
"Venue_Rating_3(1) AND Objectives_Met_1([0, 1]) AND Venue_Rating_1([0, 1]) AND Participant_Rating_3([0, 1])","Schedule_Rating_2([0, 1])",0.8608695652173913,1.0
"Venue_Rating_3(1) AND Objectives_Met_1([0, 1])","Overall_Rating_2([0, 1]) AND Objectives_Met_2([0, 1]) AND Facilitator_Rating_2([0, 1])",0.8608695652173913,1.0
"Venue_Rating_3(1) AND Venue_Rating_2([0, 1]) AND Objectives_Met_1([0, 1]) AND Speaker_Rating_3([0, 1]) AND Participant_Rating_1([0, 1]) AND Allowance_Rating_2([0, 1]) AND Overall_Rating_1([0, 1]) AND Overall_Rating_2([0, 1])","Venue_Rating_1([0, 1])",0.8608695652173913,1.0
"Venue_Rating_3(1) AND Allowance_Rating_3([0, 1]) AND Participant_Rating_1([0, 1]) AND Objectives_Met_1([0, 1])","Venue_Rating_1([0, 1]) AND Objectives_Met_2([0, 1]) AND Participant_Rating_2([0, 1]) AND Speaker_Rating_2([0, 1])",0.8608695652173913,1.0
"Objectives_Met_1([0, 1]) AND Venue_Rating_3(1) AND Allowance_Rating_3([0, 1]) AND Overall_Rating_1([0, 1]) AND Overall_Rating_3([0, 1])","Objectives_Met_2([0, 1]) AND Facilitator_Rating_2([0, 1])",0.8608695652173913,1.0
"Overall_Rating_3([0, 1]) AND Objectives_Met_1([0, 1]) AND Venue_Rating_1([0, 1]) AND Schedule_Rating_2([0, 1]) AND Schedule_Rating_3([0, 1]) AND Venue_Rating_3(1) AND Speaker_Rating_2([0, 1])","Objectives_Met_3([0, 1])",0.8608695652173913,1.0
"Venue_Rating_3(1) AND Overall_Rating_1([0, 1]) AND Objectives_Met_1([0, 1])","Objectives_Met_2([0, 1]) AND Overall_Rating_2([0, 1]) AND Participant_Rating_2([0, 1])",0.8608695652173913,1.0
"Venue_Rating_3(1) AND Objectives_Met_1([0, 1])",Venue_Rating_1(0),0.8608695652173913,1.0
"Objectives_Met_1([0, 1]) AND Venue_Rating_3(1) AND Allowance_Rating_3([0, 1]) AND Venue_Rating_1([0, 1]) AND Participant_Rating_2([0, 1])","Facilitator_Rating_2([0, 1]) AND Objectives_Met_2([0, 1])",0.8608695652173913,1.0
"Objectives_Met_1([0, 1]) AND Venue_Rating_3(1) AND Venue_Rating_1(0) AND Schedule_Rating_2([0, 1])","Speaker_Rating_3([0, 1]) AND Participant_Rating_1([0, 1])",0.8608695652173913,1.0
"Venue_Rating_3(1) AND Overall_Rating_1([0, 1]) AND Objectives_Met_3([0, 1]) AND Objectives_Met_1([0, 1])","Overall_Rating_2([0, 1]) AND Speaker_Rating_3([0, 1]) AND Objectives_Met_2([0, 1])",0.8608695652173913,1.0
"Venue_Rating_3(1) AND Participant_Rating_1([0, 1])","Venue_Rating_1([0, 1]) AND Schedule_Rating_2([0, 1]) AND Overall_Rating_2([0, 1])",0.8608695652173913,1.0
"Venue_Rating_3(1) AND Schedule_Rating_2([0, 1]) AND Venue_Rating_1([0, 1]) AND Schedule_Rating_3([0, 1]) AND Participant_Rating_2([0, 1]) AND Objectives_Met_1([0, 1]) AND Overall_Rating_2([0, 1])","Participant_Rating_1([0, 1])",0.8608695652173913,1.0
"Overall_Rating_3([0, 1]) AND Venue_Rating_3(1) AND Allowance_Rating_3([0, 1]) AND Objectives_Met_1([0, 1]) AND Schedule_Rating_2([0, 1]) AND Objectives_Met_2([0, 1]) AND Overall_Rating_2([0, 1]) AND Venue_Rating_1(0)","Participant_Rating_2([0, 1])",0.8608695652173913,1.0
"Allowance_Rating_3([0, 1]) AND Venue_Rating_3(1) AND Objectives_Met_1([0, 1]) AND Speaker_Rating_2([0, 1]) AND Schedule_Rating_2([0, 1])","Venue_Rating_1([0, 1]) AND Overall_Rating_2([0, 1]) AND Participant_Rating_2([0, 1])",0.8608695652173913,1.0
"Venue_Rating_3(1) AND Objectives_Met_1([0, 1])","Overall_Rating_3([0, 1]) AND Allowance_Rating_2([0, 1]) AND Overall_Rating_2([0, 1]) AND Speaker_Rating_3([0, 1])",0.8608695652173913,1.0
"Overall_Rating_3([0, 1]) AND Venue_Rating_3(1) AND Schedule_Rating_2([0, 1]) AND Objectives_Met_1([0, 1]) AND Venue_Rating_1([0, 1]) AND Overall_Rating_2([0, 1])","Participant_Rating_2([0, 1])",0.8608695652173913,1.0
"Venue_Rating_3(1) AND Participant_Rating_1([0, 1]) AND Objectives_Met_1([0, 1]) AND Venue_Rating_1([0, 1])","Overall_Rating_2([0, 1]) AND Speaker_Rating_3([0, 1])",0.8608695652173913,1.0
"Venue_Rating_3(1) AND Schedule_Rating_3([0, 1])","Objectives_Met_2([0, 1]) AND Allowance_Rating_2([0, 1]) AND Participant_Rating_2([0, 1]) AND Overall_Rating_2([0, 1]) AND Objectives_Met_1([0, 1])",0.8608695652173913,1.0
"Objectives_Met_1([0, 1]) AND Venue_Rating_1(0) AND Venue_Rating_3(1)","Overall_Rating_3([0, 1]) AND Overall_Rating_2([0, 1])",0.8608695652173913,1.0
"Venue_Rating_3(1) AND Objectives_Met_1([0, 1]) AND Schedule_Rating_2([0, 1])","Participant_Rating_2([0, 1])",0.8608695652173913,1.0
"Overall_Rating_3([0, 1]) AND Venue_Rating_3(1) AND Objectives_Met_1([0, 1])","Schedule_Rating_2([0, 1]) AND Overall_Rating_2([0, 1]) AND Objectives_Met_3([0, 1]) AND Facilitator_Rating_2([0, 1])",0.8608695652173913,1.0
"Venue_Rating_3(1) AND Objectives_Met_1([0, 1]) AND Schedule_Rating_2([0, 1])","Overall_Rating_2([0, 1]) AND Speaker_Rating_3([0, 1]) AND Venue_Rating_1([0, 1]) AND Participant_Rating_2([0, 1])",0.8608695652173913,1.0
"Venue_Rating_3(1) AND Objectives_Met_1([0, 1]) AND Overall_Rating_3([0, 1])","Participant_Rating_2([0, 1]) AND Speaker_Rating_3([0, 1]) AND Venue_Rating_1(0) AND Overall_Rating_2([0, 1])",0.8608695652173913,1.0
"Participant_Rating_3([0, 1]) AND Objectives_Met_1([0, 1]) AND Schedule_Rating_2([0, 1]) AND Venue_Rating_3(1) AND Venue_Rating_1([0, 1]) AND Speaker_Rating_2([0, 1]) AND Overall_Rating_3([0, 1])","Participant_Rating_2([0, 1])",0.8608695652173913,1.0
Participant_Rating_1(0) AND Objectives_Met_1(0),"Venue_Rating_1(0) AND Overall_Rating_2([0, 1]) AND Speaker_Rating_3([0, 1])",0.8782608695652174,0.9805825242718447
"Objectives_Met_2([0, 1]) AND Participant_Rating_1(0) AND Venue_Rating_1([0, 1]) AND Venue_Rating_2([0, 1])","Speaker_Rating_2([0, 1]) AND Participant_Rating_3(1) AND Schedule_Rating_2([0, 1])",0.9130434782608695,0.9375
"Speaker_Rating_3(1) AND Objectives_Met_3([0, 1]) AND Overall_Rating_1([0, 1])","Allowance_Rating_2([0, 1]) AND Overall_Rating_3([0, 1]) AND Participant_Rating_2([0, 1]) AND Facilitator_Rating_2([0, 1]) AND Objectives_Met_2([0, 1]) AND Participant_Rating_1(0) AND Speaker_Rating_2([0, 1])",0.8782608695652174,0.9711538461538461
"Speaker_Rating_3(1) AND Allowance_Rating_2([0, 1]) AND Overall_Rating_2([0, 1])","Venue_Rating_3([0, 1]) AND Objectives_Met_2([0, 1]) AND Overall_Rating_1([0, 1]) AND Participant_Rating_1(0) AND Objectives_Met_1([0, 1])",0.8782608695652174,0.9711538461538461
"Participant_Rating_2([0, 1]) AND Objectives_Met_3([0, 1]) AND Speaker_Rating_3(1) AND Venue_Rating_2([0, 1])","Overall_Rating_2([0, 1]) AND Overall_Rating_1([0, 1]) AND Objectives_Met_1([0, 1]) AND Participant_Rating_1(0)",0.8782608695652174,0.9711538461538461
"Objectives_Met_3([0, 1])","Speaker_Rating_3([0, 1]) AND Objectives_Met_1(0) AND Overall_Rating_1([0, 1]) AND Schedule_Rating_3([0, 1]) AND Objectives_Met_2([0, 1]) AND Speaker_Rating_2([0, 1]) AND Overall_Rating_3([0, 1]) AND Venue_Rating_3([0, 1]) AND Venue_Rating_1([0, 1])",0.9217391304347826,0.9217391304347826
"Speaker_Rating_3([0, 1]) AND Speaker_Rating_2([0, 1])","Overall_Rating_1([0, 1]) AND Objectives_Met_1(0) AND Schedule_Rating_3([0, 1]) AND Overall_Rating_3([0, 1]) AND Objectives_Met_3([0, 1]) AND Venue_Rating_1([0, 1])",0.9217391304347826,0.9217391304347826
"Speaker_Rating_3([0, 1]) AND Venue_Rating_3([0, 1]) AND Participant_Rating_1([0, 1])","Schedule_Rating_2([0, 1]) AND Overall_Rating_2([0, 1]) AND Objectives_Met_1(0) AND Participant_Rating_2([0, 1])",0.9217391304347826,0.9217391304347826
"Objectives_Met_3([0, 1]) AND Speaker_Rating_3([0, 1])","Objectives_Met_1(0) AND Schedule_Rating_3([0, 1]) AND Allowance_Rating_2([0, 1]) AND Objectives_Met_2([0, 1])",0.9217391304347826,0.9217391304347826
"Overall_Rating_2([0, 1]) AND Venue_Rating_3(1)","Participant_Rating_1([0, 1]) AND Overall_Rating_1(0) AND Allowance_Rating_3([0, 1]) AND Participant_Rating_2([0, 1]) AND Overall_Rating_3([0, 1]) AND Facilitator_Rating_3([0, 1]) AND Venue_Rating_2([0, 1])",0.8521739130434782,0.98989898989899
"Objectives_Met_2([0, 1]) AND Participant_Rating_1([0, 1]) AND Overall_Rating_3([0, 1])",Participant_Rating_3(1),0.9130434782608695,0.9130434782608695
"Overall_Rating_3([0, 1]) AND Speaker_Rating_3([0, 1]) AND Participant_Rating_1([0, 1]) AND Venue_Rating_1([0, 1]) AND Speaker_Rating_2([0, 1]) AND Objectives_Met_1([0, 1]) AND Schedule_Rating_2([0, 1]) AND Facilitator_Rating_3([0, 1]) AND Venue_Rating_3([0, 1]) AND Facilitator_Rating_2([0, 1]) AND Overall_Rating_2([0, 1]) AND Allowance_Rating_3([0, 1])","Schedule_Rating_3([0, 1]) AND Participant_Rating_3(1)",0.9130434782608695,0.9130434782608695
"Speaker_Rating_3([0, 1]) AND Speaker_Rating_2([0, 1]) AND Overall_Rating_3([0, 1])","Participant_Rating_3(1) AND Venue_Rating_3([0, 1]) AND Participant_Rating_2([0, 1])",0.9130434782608695,0.9130434782608695
"Participant_Rating_1([0, 1]) AND Speaker_Rating_3([0, 1]) AND Venue_Rating_3([0, 1]) AND Participant_Rating_2([0, 1]) AND Allowance_Rating_2([0, 1]) AND Schedule_Rating_2([0, 1])","Overall_Rating_2([0, 1]) AND Objectives_Met_1([0, 1]) AND Participant_Rating_3(1)",0.9130434782608695,0.9130434782608695
"Allowance_Rating_3(1) AND Venue_Rating_3([0, 1]) AND Objectives_Met_1([0, 1]) AND Participant_Rating_1([0, 1]) AND Venue_Rating_1([0, 1]) AND Participant_Rating_3([0, 1]) AND Overall_Rating_1([0, 1]) AND Participant_Rating_2([0, 1]) AND Overall_Rating_2([0, 1]) AND Objectives_Met_2([0, 1]) AND Schedule_Rating_2([0, 1]) AND Speaker_Rating_3(1)","Facilitator_Rating_2([0, 1])",0.8173913043478261,1.0
"Overall_Rating_3([0, 1]) AND Speaker_Rating_3(1) AND Allowance_Rating_2(0)","Schedule_Rating_2([0, 1]) AND Objectives_Met_1([0, 1]) AND Participant_Rating_2([0, 1]) AND Venue_Rating_3([0, 1]) AND Participant_Rating_1([0, 1])",0.8173913043478261,1.0
"Venue_Rating_3([0, 1]) AND Allowance_Rating_3([0, 1]) AND Objectives_Met_1([0, 1]) AND Participant_Rating_1([0, 1]) AND Schedule_Rating_2([0, 1]) AND Venue_Rating_1([0, 1]) AND Overall_Rating_2([0, 1])","Speaker_Rating_3(1) AND Participant_Rating_2([0, 1])",0.9043478260869565,0.9043478260869565
"Allowance_Rating_3([0, 1]) AND Venue_Rating_3([0, 1]) AND Objectives_Met_1([0, 1]) AND Overall_Rating_2([0, 1])","Participant_Rating_2([0, 1]) AND Schedule_Rating_2([0, 1]) AND Venue_Rating_1([0, 1]) AND Speaker_Rating_3(1) AND Participant_Rating_3([0, 1])",0.9043478260869565,0.9043478260869565
"Objectives_Met_2([0, 1]) AND Overall_Rating_3([0, 1]) AND Objectives_Met_3([0, 1]) AND Participant_Rating_2([0, 1]) AND Overall_Rating_2([0, 1])","Schedule_Rating_2([0, 1]) AND Overall_Rating_1(0) AND Objectives_Met_1(0) AND Participant_Rating_3([0, 1])",0.9043478260869565,0.9043478260869565
"Objectives_Met_1([0, 1]) AND Venue_Rating_3([0, 1]) AND Overall_Rating_3([0, 1])","Speaker_Rating_3(1) AND Objectives_Met_2([0, 1]) AND Participant_Rating_1([0, 1])",0.9043478260869565,0.9043478260869565
"Objectives_Met_3([0, 1]) AND Overall_Rating_3([0, 1]) AND Venue_Rating_3([0, 1])","Allowance_Rating_3(1) AND Allowance_Rating_2([0, 1]) AND Objectives_Met_2([0, 1])",0.9043478260869565,0.9043478260869565
"Venue_Rating_3([0, 1])","Overall_Rating_1(0) AND Objectives_Met_1(0) AND Allowance_Rating_2([0, 1]) AND Overall_Rating_2([0, 1]) AND Overall_Rating_3([0, 1])",0.9043478260869565,0.9043478260869565
"Overall_Rating_1([0, 1])","Objectives_Met_3([0, 1]) AND Speaker_Rating_3([0, 1]) AND Participant_Rating_2([0, 1]) AND Speaker_Rating_2([0, 1]) AND Allowance_Rating_2(0) AND Objectives_Met_2([0, 1]) AND Overall_Rating_3([0, 1])",0.9043478260869565,0.9043478260869565
"Objectives_Met_3([0, 1])","Speaker_Rating_3(1) AND Speaker_Rating_2([0, 1]) AND Overall_Rating_1([0, 1]) AND Allowance_Rating_2([0, 1]) AND Schedule_Rating_2([0, 1]) AND Venue_Rating_2([0, 1]) AND Participant_Rating_3([0, 1]) AND Objectives_Met_2([0, 1]) AND Participant_Rating_2([0, 1])",0.9043478260869565,0.9043478260869565
"Venue_Rating_1([0, 1]) AND Participant_Rating_1([0, 1])","Overall_Rating_2([0, 1]) AND Speaker_Rating_2(0) AND Objectives_Met_1([0, 1]) AND Schedule_Rating_2([0, 1]) AND Overall_Rating_1([0, 1]) AND Participant_Rating_2([0, 1])",0.9043478260869565,0.9043478260869565
"Overall_Rating_1([0, 1])","Objectives_Met_3([0, 1]) AND Speaker_Rating_3([0, 1]) AND Allowance_Rating_2(0) AND Participant_Rating_2([0, 1]) AND Speaker_Rating_2([0, 1]) AND Overall_Rating_3([0, 1]) AND Facilitator_Rating_2([0, 1])",0.9043478260869565,0.9043478260869565
"Overall_Rating_2(0) AND Objectives_Met_3([0, 1]) AND Speaker_Rating_3(1) AND Schedule_Rating_2([0, 1]) AND Allowance_Rating_2([0, 1]) AND Venue_Rating_3([0, 1]) AND Overall_Rating_1([0, 1])","Participant_Rating_1([0, 1]) AND Participant_Rating_2([0, 1])",0.8,1.0
"Objectives_Met_1([0, 1]) AND Venue_Rating_3(1) AND Schedule_Rating_3([0, 1]) AND Participant_Rating_3(1) AND Schedule_Rating_2([0, 1]) AND Overall_Rating_2([0, 1])","Speaker_Rating_3([0, 1]) AND Participant_Rating_2([0, 1])",0.8,1.0
"Venue_Rating_3([0, 1]) AND Allowance_Rating_3([0, 1]) AND Schedule_Rating_2([0, 1])","Overall_Rating_2(0) AND Participant_Rating_2([0, 1])",0.8956521739130435,0.8956521739130435
"Speaker_Rating_3([0, 1])","Overall_Rating_2(0) AND Schedule_Rating_2([0, 1]) AND Venue_Rating_3([0, 1]) AND Participant_Rating_2([0, 1])",0.8956521739130435,0.8956521739130435
"Speaker_Rating_3([0, 1]) AND Speaker_Rating_2([0, 1]) AND Schedule_Rating_2([0, 1])","Overall_Rating_2(0) AND Venue_Rating_3([0, 1]) AND Participant_Rating_2([0, 1])",0.8956521739130435,0.8956521739130435
"Overall_Rating_3([0, 1]) AND Objectives_Met_1([0, 1]) AND Schedule_Rating_2([0, 1])","Overall_Rating_2(0) AND Objectives_Met_2([0, 1]) AND Objectives_Met_3([0, 1])",0.8956521739130435,0.8956521739130435
"Venue_Rating_3([0, 1]) AND Schedule_Rating_2([0, 1])","Objectives_Met_1([0, 1]) AND Overall_Rating_2(0) AND Participant_Rating_1([0, 1]) AND Participant_Rating_2([0, 1])",0.8956521739130435,0.8956521739130435
"Speaker_Rating_2([0, 1]) AND Overall_Rating_2([0, 1]) AND Objectives_Met_2(0) AND Participant_Rating_2([0, 1])","Facilitator_Rating_3([0, 1]) AND Venue_Rating_2([0, 1])",0.7913043478260869,1.0
"Objectives_Met_2(0) AND Participant_Rating_2([0, 1])","Schedule_Rating_2([0, 1]) AND Speaker_Rating_3([0, 1])",0.7913043478260869,1.0
"Venue_Rating_3([0, 1]) AND Venue_Rating_1([0, 1]) AND Objectives_Met_2(0) AND Speaker_Rating_2([0, 1])","Schedule_Rating_2([0, 1])",0.7913043478260869,1.0
"Venue_Rating_3(1) AND Overall_Rating_3([0, 1]) AND Allowance_Rating_3([0, 1]) AND Participant_Rating_2([0, 1]) AND Objectives_Met_1(0) AND Venue_Rating_1([0, 1]) AND Schedule_Rating_2([0, 1])","Objectives_Met_3([0, 1])",0.7913043478260869,1.0
"Allowance_Rating_3([0, 1]) AND Venue_Rating_3(1) AND Objectives_Met_1([0, 1]) AND Schedule_Rating_2([0, 1]) AND Speaker_Rating_3([0, 1]) AND Overall_Rating_2(0) AND Participant_Rating_1([0, 1]) AND Speaker_Rating_2([0, 1]) AND Objectives_Met_2([0, 1])","Participant_Rating_2([0, 1])",0.782608695652174,1.0
"Allowance_Rating_3([0, 1]) AND Schedule_Rating_2([0, 1]) AND Venue_Rating_3(1) AND Overall_Rating_2(0) AND Speaker_Rating_3([0, 1])","Participant_Rating_2([0, 1]) AND Objectives_Met_1([0, 1]) AND Objectives_Met_2([0, 1])",0.782608695652174,1.0
"Venue_Rating_3([0, 1]) AND Allowance_Rating_3([0, 1]) AND Venue_Rating_1([0, 1]) AND Participant_Rating_1(0) AND Objectives_Met_1([0, 1]) AND Objectives_Met_2([0, 1])","Facilitator_Rating_2([0, 1]) AND Overall_Rating_2([0, 1]) AND Speaker_Rating_3(1)",0.8782608695652174,0.9017857142857143
"Speaker_Rating_3(1) AND Overall_Rating_2([0, 1])","Overall_Rating_3([0, 1]) AND Participant_Rating_1([0, 1]) AND Objectives_Met_1(0) AND Allowance_Rating_2([0, 1]) AND Participant_Rating_2([0, 1]) AND Schedule_Rating_3([0, 1]) AND Venue_Rating_3([0, 1])",0.8434782608695652,0.9326923076923077
"Venue_Rating_3([0, 1]) AND Venue_Rating_1([0, 1]) AND Speaker_Rating_3(1) AND Objectives_Met_2([0, 1])","Participant_Rating_2([0, 1]) AND Objectives_Met_1(0) AND Participant_Rating_1([0, 1])",0.8434782608695652,0.9326923076923077
"Speaker_Rating_3(1) AND Participant_Rating_2([0, 1])","Objectives_Met_1(0) AND Objectives_Met_2([0, 1]) AND Participant_Rating_1([0, 1])",0.8434782608695652,0.9326923076923077
"Venue_Rating_1([0, 1]) AND Venue_Rating_2(0) AND Overall_Rating_3(1)","Facilitator_Rating_2([0, 1]) AND Objectives_Met_2([0, 1]) AND Objectives_Met_3([0, 1])",0.7739130434782608,1.0
"Objectives_Met_1([0, 1]) AND Venue_Rating_3(1) AND Overall_Rating_3(1)","Overall_Rating_2(0) AND Venue_Rating_1([0, 1]) AND Participant_Rating_2([0, 1])",0.7739130434782608,1.0
"Venue_Rating_3(1) AND Allowance_Rating_3([0, 1]) AND Objectives_Met_1([0, 1]) AND Speaker_Rating_3(1) AND Venue_Rating_1([0, 1])","Overall_Rating_1([0, 1]) AND Participant_Rating_1([0, 1]) AND Participant_Rating_2([0, 1]) AND Overall_Rating_2([0, 1]) AND Objectives_Met_2([0, 1])",0.7652173913043478,1.0
"Overall_Rating_3([0, 1]) AND Objectives_Met_1([0, 1]) AND Venue_Rating_3(1) AND Speaker_Rating_3(1) AND Participant_Rating_1([0, 1])","Venue_Rating_1([0, 1]) AND Participant_Rating_2([0, 1])",0.7652173913043478,1.0
"Overall_Rating_3([0, 1]) AND Venue_Rating_3(1) AND Venue_Rating_1(0) AND Schedule_Rating_2([0, 1]) AND Objectives_Met_1([0, 1]) AND Overall_Rating_1([0, 1]) AND Schedule_Rating_3([0, 1]) AND Speaker_Rating_2(0) AND Overall_Rating_2([0, 1]) AND Objectives_Met_3([0, 1])","Facilitator_Rating_2([0, 1])",0.7652173913043478,1.0
"Venue_Rating_3(1) AND Participant_Rating_1([0, 1]) AND Schedule_Rating_3([0, 1]) AND Speaker_Rating_3(1)","Overall_Rating_2([0, 1]) AND Objectives_Met_1([0, 1])",0.7652173913043478,1.0
"Objectives_Met_1([0, 1]) AND Venue_Rating_3(1) AND Overall_Rating_3([0, 1]) AND Speaker_Rating_3(1) AND Schedule_Rating_2([0, 1]) AND Venue_Rating_1([0, 1])","Overall_Rating_2([0, 1])",0.7652173913043478,1.0
"Objectives_Met_1([0, 1]) AND Overall_Rating_3([0, 1]) AND Venue_Rating_3(1) AND Venue_Rating_1([0, 1]) AND Speaker_Rating_3(1)","Participant_Rating_1([0, 1]) AND Participant_Rating_2([0, 1])",0.7652173913043478,1.0
